"","dr_no","date_rptd","date_occ","time_occ","area","area_name","rpt_dist_no","part_1_2","crm_cd","crm_cd_desc","vict_age","vict_sex","vict_descent","premis_cd","premis_desc","status","status_desc","crm_cd_1","crm_cd_2","location","lat","lon","mocodes","cross_street","weapon_used_cd","weapon_desc","crm_cd_3","crm_cd_4"
"761","200614702","2020-08-30T00:00:00.000","2020-08-27T00:00:00.000","1400","06","Hollywood","0667","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","72","M","B","122","VEHICLE, PASSENGER/TRUCK","IC","Invest Cont","740",NA,"GORDON                       ST","34.098","-118.3201","0329 1300 1822","SUNSET                       BL",NA,NA,NA,NA
"762","200804066","2020-01-02T00:00:00.000","2020-01-02T00:00:00.000","1300","08","West LA","0832","1","330","BURGLARY FROM VEHICLE","28","F","H","707","GARAGE/CARPORT","IC","Invest Cont","330",NA,"1000    GRANVILLE                    AV","34.0505","-118.465","0344 1609 1822 1403",NA,NA,NA,NA,NA
"763","200218813","2020-12-20T00:00:00.000","2020-12-19T00:00:00.000","1900","02","Rampart","0235","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0",NA,NA,"101","STREET","IC","Invest Cont","420",NA,"LAKE                         ST","34.0653","-118.2725",NA,"VALLEY                       ST",NA,NA,NA,NA
"764","200206644","2020-02-22T00:00:00.000","2020-02-21T00:00:00.000","1900","02","Rampart","0237","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"UNION                        PL","34.0606","-118.2672",NA,"3RD                          ST",NA,NA,NA,NA
"765","200321043","2020-11-28T00:00:00.000","2020-11-27T00:00:00.000","1900","03","Southwest","0361","2","930","CRIMINAL THREATS - NO WEAPON DISPLAYED","33","F","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other","930",NA,"4700    TACANA                       ST","34.0163","-118.3523","0913 2000 1814 0443",NA,"511","VERBAL THREAT",NA,NA
"766","200214459","2020-09-01T00:00:00.000","2020-08-31T00:00:00.000","1900","02","Rampart","0235","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"200 N  ALVARADO                     ST","34.0677","-118.2731",NA,NA,NA,NA,NA,NA
"767","200908604","2020-04-18T00:00:00.000","2020-04-15T00:00:00.000","1800","09","Van Nuys","0906","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","34","M","H","101","STREET","IC","Invest Cont","740",NA,"7400    TYRONE                       AV","34.2048","-118.4443","0329 1300",NA,NA,NA,NA,NA
"768","200300900","2020-11-25T00:00:00.000","2020-11-25T00:00:00.000","0615","03","Southwest","0399","1","250","SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT","32","F","H","101","STREET","IC","Invest Cont","250",NA,"VERNON                       AV","34.0038","-118.2827","1822 1100 0329 1310 1309 0334 0302 0430 1407 0202","FIGUEROA                     ST","109","SEMI-AUTOMATIC PISTOL",NA,NA
"769","201116834","2020-12-21T00:00:00.000","2020-12-18T00:00:00.000","1800","11","Northeast","1117","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","56","M","H","101","STREET","IC","Invest Cont","331",NA,"LANGDALE                     AV","34.1302","-118.2174","0385 1822 1300","ELLENWOOD                    DR",NA,NA,NA,NA
"770","200709995","2020-06-04T00:00:00.000","2020-05-30T00:00:00.000","1830","07","Wilshire","0722","1","310","BURGLARY","46","M","H","403","DRUG STORE","IC","Invest Cont","310",NA,"400 S  SAN VICENTE                  BL","34.0715","-118.3764","0358 0344",NA,NA,NA,NA,NA
"771","201105237","2020-01-29T00:00:00.000","2020-01-28T00:00:00.000","2300","11","Northeast","1181","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","28","F","K","101","STREET","IC","Invest Cont","331",NA,"MONTANA                      ST","34.0819","-118.2649","0344 0385","WATERLOO                     ST",NA,NA,NA,NA
"772","200608036","2020-03-17T00:00:00.000","2020-03-17T00:00:00.000","0430","06","Hollywood","0666","1","220","ATTEMPTED ROBBERY","34","M","O","114","TAXI","IC","Invest Cont","220",NA,"LA MIRADA","34.0935","-118.3266","0334","VINE","107","OTHER FIREARM",NA,NA
"773","201107149","2020-03-10T00:00:00.000","2020-03-09T00:00:00.000","1300","11","Northeast","1146","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"2600    BLIMP                        ST","34.0963","-118.2431",NA,NA,NA,NA,NA,NA
"774","200321894","2020-12-17T00:00:00.000","2020-12-17T00:00:00.000","1510","03","Southwest","0356","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","42","F","B","501","SINGLE FAMILY DWELLING","IC","Invest Cont","626",NA,"1500 W  35TH                         ST","34.0246","-118.3032","2000 1814 0913 1309 0416 0446",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"775","200906541","2020-02-26T00:00:00.000","2020-02-26T00:00:00.000","0625","09","Van Nuys","0952","2","624","BATTERY - SIMPLE ASSAULT","45","F","W","801","MTA BUS","IC","Invest Cont","624",NA,"CLARK","34.1685","-118.4659","0910 1612 0416","SEPULVEDA","515","PHYSICAL PRESENCE",NA,NA
"776","200613058","2020-07-25T00:00:00.000","2020-07-06T00:00:00.000","1300","06","Hollywood","0622","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"1800    LAUREL CANYON                BL","34.1037","-118.3659",NA,NA,NA,NA,NA,NA
"777","200113642","2020-06-19T00:00:00.000","2020-06-18T00:00:00.000","1500","01","Central","0152","2","624","BATTERY - SIMPLE ASSAULT","24","F","H","403","DRUG STORE","IC","Invest Cont","624",NA,"600 W  7TH                          ST","34.0491","-118.2558","1822 0416",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"778","200311722","2020-05-21T00:00:00.000","2020-05-20T00:00:00.000","2230","03","Southwest","0396","2","627","CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT","13","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","627",NA,"800 W  43RD                         ST","34.0055","-118.2872","0552 0448 0444 1251 1258",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"779","200619000","2020-12-08T00:00:00.000","2020-11-28T00:00:00.000","1550","06","Hollywood","0622","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","31","M","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","341",NA,"1700 N  STANLEY                      AV","34.1017","-118.3562","1822 0344 0394",NA,NA,NA,NA,NA
"780","200917659","2020-11-24T00:00:00.000","2020-11-24T00:00:00.000","1230","09","Van Nuys","0905","2","627","CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT","15","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other","627",NA,"14600    WYANDOTTE                    ST","34.203","-118.4514","0416 1309 1259",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"781","201224609","2020-11-15T00:00:00.000","2020-11-15T00:00:00.000","1730","12","77th Street","1208","2","903","CONTEMPT OF COURT","14","F","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","903",NA,"5000 S  FIGUEROA                     ST","33.9997","-118.2849","0913 0361 2038",NA,NA,NA,NA,NA
"782","200716993","2020-12-11T00:00:00.000","2020-12-03T00:00:00.000","1630","07","Wilshire","0722","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","19","M","H","405","CLOTHING STORE","IC","Invest Cont","440",NA,"100 N  LA CIENEGA                   BL","34.0734","-118.3765","0344",NA,NA,NA,NA,NA
"783","200508338","2020-04-16T00:00:00.000","2020-04-16T00:00:00.000","0515","05","Harbor","0555","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","51","M","H","101","STREET","IC","Invest Cont","420",NA,"600 W  SANTA CRUZ                   ST","33.7442","-118.2901","0385 1300",NA,NA,NA,NA,NA
"784","200511333","2020-07-02T00:00:00.000","2020-07-02T00:00:00.000","0700","05","Harbor","0564","1","310","BURGLARY","0","X","X","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","310",NA,"200 W  5TH                          ST","33.7397","-118.2835","0358 1309 0321 0216 1601",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"785","201116110","2020-11-27T00:00:00.000","2020-11-26T00:00:00.000","1330","11","Northeast","1161","1","480","BIKE - STOLEN","46","M","O","121","YARD (RESIDENTIAL/BUSINESS)","IC","Invest Cont","480",NA,"1100 N  ALEXANDRIA                   AV","34.0908","-118.2984","0344",NA,NA,NA,NA,NA
"786","200607338","2020-03-04T00:00:00.000","2020-01-20T00:00:00.000","1700","06","Hollywood","0646","2","661","UNAUTHORIZED COMPUTER ACCESS","50","F","W","203","OTHER BUSINESS","IC","Invest Cont","661",NA,"6600 W  SUNSET                       BL","34.098","-118.3332","1822 0917 1914",NA,NA,NA,NA,NA
"787","200918506","2020-12-16T00:00:00.000","2020-12-14T00:00:00.000","1200","09","Van Nuys","0932","2","354","THEFT OF IDENTITY","45","M","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"14800    VICTORY                      BL","34.1867","-118.4567","0922 1822",NA,NA,NA,NA,NA
"788","200109159","2020-03-14T00:00:00.000","2020-03-14T00:00:00.000","1330","01","Central","0134","2","624","BATTERY - SIMPLE ASSAULT","47","M","H","402","MARKET","IC","Invest Cont","624",NA,"300 S  BROADWAY","34.051","-118.248","2004 1822 0447 0356 1266",NA,"500","UNKNOWN WEAPON/OTHER WEAPON",NA,NA
"789","200212860","2020-07-21T00:00:00.000","2020-07-21T00:00:00.000","2250","02","Rampart","0233","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","38","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other","440","626","2700 W  TEMPLE                       ST","34.0729","-118.2757","2000 1814 0913 0444 0400 0344",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"790","201007656","2020-03-29T00:00:00.000","2020-03-05T00:00:00.000","2010","10","West Valley","1004","2","662","BUNCO, GRAND THEFT","46","M","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","662",NA,"8000    CHIMINEAS                    AV","34.2165","-118.5287","0701",NA,NA,NA,NA,NA
"791","200516945","2020-11-21T00:00:00.000","2020-11-12T00:00:00.000","1900","05","Harbor","0519","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"1700    ALAMEDA                      ST","33.7976","-118.2385",NA,NA,NA,NA,NA,NA
"792","200114101","2020-06-29T00:00:00.000","2020-06-29T00:00:00.000","0700","01","Central","0156","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","31","M","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other","626",NA,"500    SAN JULIAN                   ST","34.0429","-118.2462","2000 0416 1814",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"793","200619576","2020-12-22T00:00:00.000","2020-12-22T00:00:00.000","1810","06","Hollywood","0638","1","210","ROBBERY","0","X","X","403","DRUG STORE","IC","Invest Cont","210",NA,"1800 N  WESTERN                      AV","34.1038","-118.3151","0945 1822 0325 0601 0400 0334 0432 0209",NA,"200","KNIFE WITH BLADE 6INCHES OR LESS",NA,NA
"794","200617466","2020-11-01T00:00:00.000","2020-10-31T00:00:00.000","1700","06","Hollywood","0645","1","330","BURGLARY FROM VEHICLE","63","M","W","101","STREET","IC","Invest Cont","330",NA,"1700 N  ORANGE                       DR","34.1015","-118.3417","0344 1300 1501 1822",NA,NA,NA,NA,NA
"795","201014693","2020-11-03T00:00:00.000","2020-11-03T00:00:00.000","1330","10","West Valley","1008","1","343","SHOPLIFTING-GRAND THEFT ($950.01 & OVER)","0","M","W","243","DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)","AA","Adult Arrest","343","998","16800    ROSCOE                       BL","34.2206","-118.4982","1402 0913 0325 2028",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"796","200604022","2020-01-01T00:00:00.000","2020-01-01T00:00:00.000","2030","06","Hollywood","0679","1","350","THEFT, PERSON","52","M","H","101","STREET","IC","Invest Cont","350",NA,"WESTERN","34.0886","-118.3027","0344","ROMAINE",NA,NA,NA,NA
"797","200615861","2020-09-25T00:00:00.000","2020-09-24T00:00:00.000","2050","06","Hollywood","0643","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","37","M","B","116","OTHER/OUTSIDE","IC","Invest Cont","740",NA,"HAWTHORN","34.0998","-118.349","0329 1822","FULLER","500","UNKNOWN WEAPON/OTHER WEAPON",NA,NA
"798","200504333","2020-01-08T00:00:00.000","2020-01-08T00:00:00.000","0805","05","Harbor","0563","1","510","VEHICLE - STOLEN","0",NA,NA,"103","ALLEY","IC","Invest Cont","510",NA,"1300 S  GAFFEY                       ST","33.7324","-118.2924",NA,NA,NA,NA,NA,NA
"799","201108056","2020-04-06T00:00:00.000","2020-04-05T00:00:00.000","1350","11","Northeast","1139","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","0","X","X","402","MARKET","IC","Invest Cont","440",NA,"6000 N  FIGUEROA                     ST","34.1113","-118.1893","0325 0344",NA,NA,NA,NA,NA
"800","200414980","2020-11-17T00:00:00.000","2020-11-02T00:00:00.000","1600","04","Hollenbeck","0406","1","330","BURGLARY FROM VEHICLE","41","M","H","507","CONDOMINIUM/TOWNHOUSE","IC","Invest Cont","330",NA,"VIA MARISOL","34.0976","-118.1839","1302 0344","VIA ARBOLADA",NA,NA,NA,NA
"801","201109104","2020-05-07T00:00:00.000","2020-04-28T00:00:00.000","0030","11","Northeast","1143","1","330","BURGLARY FROM VEHICLE","34","F","W","101","STREET","IC","Invest Cont","330",NA,"1900    TALMADGE                     ST","34.1054","-118.283","0344 1307",NA,NA,NA,NA,NA
"802","200716544","2020-11-30T00:00:00.000","2020-11-30T00:00:00.000","1718","07","Wilshire","0722","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0",NA,NA,"101","STREET","IC","Invest Cont","420",NA,"BEVERLY                      BL","34.0761","-118.3742",NA,"CROFT                        AV",NA,NA,NA,NA
"803","200116319","2020-08-13T00:00:00.000","2020-08-12T00:00:00.000","2030","01","Central","0138","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","54","F","B","102","SIDEWALK","AO","Adult Other","626",NA,"4TH","34.0454","-118.2422","1218 2004 0913 2000 1813 2033 1206 0448 0416","OMAR","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"804","200216270","2020-10-17T00:00:00.000","2020-10-10T00:00:00.000","2000","02","Rampart","0289","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"1200 S  ALBANY                       ST","34.0441","-118.2735",NA,NA,NA,NA,NA,NA
"805","201300955","2020-09-01T00:00:00.000","2020-09-01T00:00:00.000","2030","13","Newton","1394","1","210","ROBBERY","0","M","H","418",NA,"IC","Invest Cont","210","998","6500 S  MAIN                         ST","33.9802","-118.2739","2018 1822 0432 1100 0344 0329 1402 1309",NA,"103","RIFLE",NA,NA
"806","201105774","2020-02-11T00:00:00.000","2020-02-10T00:00:00.000","1000","11","Northeast","1162","2","930","CRIMINAL THREATS - NO WEAPON DISPLAYED","26","M","W","701","HOSPITAL","AA","Adult Arrest","930",NA,"1300 N  VERMONT                      AV","34.0956","-118.2918","0443 1822",NA,"511","VERBAL THREAT",NA,NA
"807","200105425","2020-01-22T00:00:00.000","2020-01-22T00:00:00.000","0005","01","Central","0119","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","61","M","H","210","RESTAURANT/FAST FOOD","IC","Invest Cont","440",NA,"500    RAMIREZ                      ST","34.0552","-118.2322","1202 0377 2034 0344",NA,NA,NA,NA,NA
"808","201222212","2020-10-08T00:00:00.000","2020-10-08T00:00:00.000","0930","12","77th Street","1203","1","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","64","F","B","501","SINGLE FAMILY DWELLING","AA","Adult Arrest","230",NA,"1800 W  45TH                         ST","34.0028","-118.3113","0416 0329 1810 0913 0411",NA,"500","UNKNOWN WEAPON/OTHER WEAPON",NA,NA
"809","200907147","2020-03-09T00:00:00.000","2020-03-08T00:00:00.000","1830","09","Van Nuys","0963","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","41","F","W","101","STREET","IC","Invest Cont","331",NA,"ADDISON","34.1613","-118.4486","0344","VAN NUYS                     BL",NA,NA,NA,NA
"810","200118445","2020-09-24T00:00:00.000","2020-09-22T00:00:00.000","1148","01","Central","0124","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0","M","W","101","STREET","IC","Invest Cont","740",NA,"2ND                          ST","34.051","-118.2445","0329","MAIN",NA,NA,NA,NA
"811","200211796","2020-06-25T00:00:00.000","2020-06-17T00:00:00.000","0900","02","Rampart","0247","2","662","BUNCO, GRAND THEFT","19","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","662",NA,"500 S  UNION                        AV","34.0596","-118.2701","0701 0344 0800 1000 0100 1822",NA,NA,NA,NA,NA
"812","200710282","2020-06-07T00:00:00.000","2020-06-07T00:00:00.000","0001","07","Wilshire","0721","2","354","THEFT OF IDENTITY","25","F","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"S  ARNAZ                        DR","34.0708","-118.3827","0929 0930","COLGATE",NA,NA,NA,NA
"813","201016369","2020-12-25T00:00:00.000","2020-12-24T00:00:00.000","2200","10","West Valley","1001","1","235","CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT","0","X","X","501","SINGLE FAMILY DWELLING","AA","Adult Arrest","235",NA,"19000    INGOMAR                      ST","34.212","-118.5475",NA,NA,"500","UNKNOWN WEAPON/OTHER WEAPON",NA,NA
"814","200107715","2020-02-23T00:00:00.000","2020-02-23T00:00:00.000","0130","01","Central","0185","1","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","32","M","B","203","OTHER BUSINESS","AA","Adult Arrest","230",NA,"1000 S  HILL                         ST","34.0402","-118.2598","1822 0416",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"815","200412273","2020-08-29T00:00:00.000","2020-08-29T00:00:00.000","0540","04","Hollenbeck","0413","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"100 E  AVENUE 33","34.083","-118.2137",NA,NA,NA,NA,NA,NA
"816","200308845","2020-03-20T00:00:00.000","2020-03-20T00:00:00.000","1030","03","Southwest","0321","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","43","F","B","402","MARKET","IC","Invest Cont","341",NA,"3500 S  LA CIENEGA                   BL","34.0242","-118.3722","0202 0344 1210 1309 1822 2032",NA,NA,NA,NA,NA
"817","201300890","2020-08-01T00:00:00.000","2020-08-01T00:00:00.000","2300","13","Newton","1373","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","39","F","B","122","VEHICLE, PASSENGER/TRUCK","IC","Invest Cont","740","998","700 E  54TH                         ST","33.9933","-118.263","1402 0329",NA,NA,NA,NA,NA
"818","200122487","2020-12-17T00:00:00.000","2020-12-17T00:00:00.000","1625","01","Central","0153","2","624","BATTERY - SIMPLE ASSAULT","32","M","B","405","CLOTHING STORE","IC","Invest Cont","624",NA,"600 S  BROADWAY","34.0459","-118.2526","0416 1266 1420 1822",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"819","201224065","2020-11-06T00:00:00.000","2020-10-26T00:00:00.000","0800","12","77th Street","1203","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","25","F","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","440",NA,"4600 S  GRAMERCY                     PL","34.001","-118.3138","0344 0394 1822",NA,NA,NA,NA,NA
"820","200608336","2020-03-25T00:00:00.000","2020-03-25T00:00:00.000","1120","06","Hollywood","0647","2","624","BATTERY - SIMPLE ASSAULT","40","M","O","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","624",NA,"5800 W  SUNSET                       BL","34.0998","-118.3211","0400 0444 0913",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"821","200413246","2020-09-28T00:00:00.000","2020-09-28T00:00:00.000","0030","04","Hollenbeck","0409","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","31","M","F","101","STREET","IC","Invest Cont","331",NA,"4300    ALPHA                        ST","34.0945","-118.1593","0344",NA,NA,NA,NA,NA
"822","200911713","2020-06-29T00:00:00.000","2020-06-27T00:00:00.000","1700","09","Van Nuys","0933","2","745","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0","X","X","108","PARKING LOT","IC","Invest Cont","745",NA,"14700    ERWIN                        ST","34.1836","-118.4575","0329",NA,NA,NA,NA,NA
"823","200909909","2020-05-19T00:00:00.000","2020-05-19T00:00:00.000","2030","09","Van Nuys","0964","2","956","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","34","F","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","956",NA,"5100    WOODMAN                      AV","34.1603","-118.4399","1822 1906",NA,NA,NA,NA,NA
"824","201116142","2020-11-28T00:00:00.000","2020-11-25T00:00:00.000","1000","11","Northeast","1113","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0","X","X","404","DEPARTMENT STORE","IC","Invest Cont","341",NA,"2700    COLORADO                     BL","34.1425","-118.2239","0325 0344",NA,NA,NA,NA,NA
"825","200904592","2020-01-14T00:00:00.000","2020-01-14T00:00:00.000","1100","09","Van Nuys","0904","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"15200    LEADWELL                     ST","34.2039","-118.464",NA,NA,NA,NA,NA,NA
"826","200308248","2020-03-08T00:00:00.000","2020-03-07T00:00:00.000","1320","03","Southwest","0315","2","901","VIOLATION OF RESTRAINING ORDER","29","F","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other","901",NA,"2600 S  MANHATTAN                    PL","34.0309","-118.3101","2038 0553 1309",NA,NA,NA,NA,NA
"827","200912011","2020-07-06T00:00:00.000","2020-07-04T00:00:00.000","1200","09","Van Nuys","0914","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"14900    VOSE                         ST","34.1985","-118.4591",NA,NA,NA,NA,NA,NA
"828","201213516","2020-05-24T00:00:00.000","2020-05-24T00:00:00.000","0300","12","77th Street","1251","2","624","BATTERY - SIMPLE ASSAULT","44","F","B","401","MINI-MART","IC","Invest Cont","624",NA,"3300 W  FLORENCE                     AV","33.9746","-118.3294","1822 0416",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"829","200500685","2020-06-14T00:00:00.000","2020-06-14T00:00:00.000","1851","05","Harbor","0504","1","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0","X","X","404","DEPARTMENT STORE","AA","Adult Arrest","442","998","NORMANDIE","33.8583","-118.2992","0325 1236 1402","190TH",NA,NA,NA,NA
"830","201106632","2020-02-28T00:00:00.000","2020-02-28T00:00:00.000","1320","11","Northeast","1144","1","330","BURGLARY FROM VEHICLE","32","M","W","101","STREET","IC","Invest Cont","330",NA,"2600    ARMSTRONG                    AV","34.1042","-118.2639","0344 0358 1307",NA,"500","UNKNOWN WEAPON/OTHER WEAPON",NA,NA
"831","200605491","2020-02-01T00:00:00.000","2020-02-01T00:00:00.000","0330","06","Hollywood","0632","1","330","BURGLARY FROM VEHICLE","30","M","W","101","STREET","IC","Invest Cont","330",NA,"PINE TREE                    DR","34.104","-118.3755","1300 1307 1601 1609 0329 0344","LONDONDERRY                  PL",NA,NA,NA,NA
"832","200116039","2020-08-08T00:00:00.000","2020-08-08T00:00:00.000","0200","01","Central","0191","2","624","BATTERY - SIMPLE ASSAULT","43","M","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","624",NA,"1400    WRIGHT                       ST","34.0396","-118.2726","0361 0416",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"833","201207883","2020-02-26T00:00:00.000","2020-02-26T00:00:00.000","1425","12","77th Street","1233","1","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","53","M","B","108","PARKING LOT","IC","Invest Cont","230","998","1800 W  SLAUSON                      AV","33.9892","-118.3089","0342 1402 0416 0445 1822",NA,"311","HAMMER",NA,NA
"834","200918905","2020-12-28T00:00:00.000","2020-12-26T00:00:00.000","2040","09","Van Nuys","0935","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","25","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other","626",NA,"14100    SYLVAN                       ST","34.1847","-118.44","0429 1218 2000",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"835","200915292","2020-09-28T00:00:00.000","2020-09-28T00:00:00.000","1730","09","Van Nuys","0935","2","624","BATTERY - SIMPLE ASSAULT","57","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other","624",NA,"14100    DELANO                       ST","34.1826","-118.4444","1414 0342 0416",NA,"308","STICK",NA,NA
"836","200911790","2020-06-30T00:00:00.000","2020-06-30T00:00:00.000","2020","09","Van Nuys","0909","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","54","M","W","406","OTHER STORE","IC","Invest Cont","740",NA,"7200    WOODMAN                      AV","34.2012","-118.4312","0906 0329 0342 1309 0311",NA,NA,NA,NA,NA
"837","201216112","2020-07-08T00:00:00.000","2020-07-08T00:00:00.000","0555","12","77th Street","1241","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","50","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","740",NA,"6000    BRYNHURST                    AV","33.9829","-118.3338","0913 0329 0432",NA,NA,NA,NA,NA
"838","200214549","2020-09-02T00:00:00.000","2020-09-01T00:00:00.000","2000","02","Rampart","0218","1","310","BURGLARY","0","X","X","210","RESTAURANT/FAST FOOD","IC","Invest Cont","310",NA,"1500 W  SUNSET                       BL","34.0758","-118.2552","1822 0601 0344 0398 1602 0382 0329",NA,NA,NA,NA,NA
"839","200615818","2020-09-24T00:00:00.000","2020-09-24T00:00:00.000","0700","06","Hollywood","0646","1","510","VEHICLE - STOLEN","0",NA,NA,"108","PARKING LOT","IC","Invest Cont","510",NA,"6700 W  SUNSET                       BL","34.098","-118.3365",NA,NA,NA,NA,NA,NA
